	AD1X24b	AD1X24c	AD1X24d	AD1X7a	AD1X7b	AD1X7c	AD1Y24b	AD1Y24c	AD1Y24d	AD1Y7a	AD1Y7c	AD1Y7d	AD8X24b	AD8X24c	AD8X24d	AD8X7a	AD8X7b	AD8X7c	AD8Y24a	AD8Y24b	AD8Y24c	AD8Y7a	AD8Y7c	AD8Y7d
OG0011896	-0.127399	-0.0384515	-0.0639785	0.0447166	-0.00432658	-0.116705	0.00260367	0.166909	-0.0393489	0.0562463	-0.0249136	0.144647	-0.217041	-0.118227	-0.259108	0.278061	0.357486	0.319789	-0.495476	-0.102518	-0.0326326	0.135913	0.164876	-0.0311238
OG0011897	0.232033	0.17596	-0.102713	0.134854	-0.20082	0.075432	-0.0850834	0.184366	-0.283555	-0.11417	-0.142678	0.126374	-0.135586	0.172344	-0.122319	-0.151444	-0.336056	-0.371734	0.473164	0.128013	0.249581	0.102582	-0.103161	0.0946172
OG0011898	0.131853	0.0661025	-0.212776	0.307259	-0.0677608	0.00414733	-0.196688	-0.303343	-0.740291	0.0879683	0.436941	0.486588	-0.10317	0.0527749	-0.0990468	0.277149	0.30413	0.349301	-0.820319	-0.181147	0.0584305	0.0196231	0.144129	-0.00185465
OG0011899	0.0373278	-0.0534801	0.0665416	-0.243519	-0.0491674	-0.111509	0.297876	0.248178	0.244154	-0.141715	-0.158829	-0.135859	-0.524597	-0.352444	-0.607751	-0.164342	0.330862	-0.0428217	-0.00530396	0.615386	0.42636	0.197949	0.0411744	0.085529
OG0011900	0.194473	0.227466	0.0303066	0.198815	-0.146098	-0.133634	-0.18693	-0.372694	-0.760527	0.284735	0.196926	0.467161	0.137291	-0.123904	-0.15163	0.238639	0.329763	0.124048	-0.422626	-0.203074	-0.320796	0.183846	0.228144	-0.0197007
OG0011901	0.0826291	0.0683373	0.0547931	0.136076	0.154563	0.208417	-0.120859	-0.305807	-0.0989197	0.0478172	-0.120529	-0.106518	0.490493	0.307478	0.628228	-0.262452	-0.408141	-0.140929	0.337168	-0.0330282	-0.276907	-0.270916	-0.319961	-0.0510335
OG0011902	-0.300535	-0.302306	-0.450583	-0.239692	-0.259524	-0.353505	0.482899	0.505443	0.697567	0.152089	0.00876026	0.0593869	0.0161152	-0.181584	-0.0565914	-0.250611	-0.183192	-0.329516	0.400869	0.15963	0.0983969	0.0435974	0.332691	-0.0498058
OG0011903	-0.0183594	-0.0213816	0.125562	0.0975079	0.0913107	0.0722177	0.00321936	-0.244376	-0.159905	-0.076275	0.0266859	0.103794	-0.368751	0.108295	-0.259352	0.216004	0.318703	0.173607	-0.354104	-0.059733	0.146086	0.176696	-0.109596	0.0121461
OG0011904	0.021448	-0.0157635	-0.164781	0.378549	0.0230779	0.0603167	-0.299905	-0.315334	-0.839372	0.325957	0.32769	0.498116	-0.413571	-0.107805	-0.832153	0.695554	1.16439	-0.0339194	-0.749731	-0.163558	-0.690191	0.413032	0.515856	0.202092
OG0011905	0.0128094	0.084818	0.173559	0.0263571	0.102219	0.103167	-0.017962	-0.152069	-0.033883	0.0102267	-0.147036	-0.162205	-0.1888	-0.377983	-0.494644	0.318721	0.431384	0.14374	-0.546207	0.0554967	-0.169133	0.297122	0.381607	0.148695
OG0011906	0.191301	-0.115144	0.29916	-0.111848	-0.346516	-0.16637	0.244925	0.348202	0.422941	-0.284467	-0.244358	-0.237826	-0.100601	-0.0309412	-0.251071	-0.511326	-0.567906	-0.29903	1.41244	0.985218	0.822492	-0.224593	-0.774462	-0.460224
OG0011907	-0.122009	-0.00419747	-0.0285697	0.192178	-0.102191	-0.123069	-0.0650342	-0.0375526	-0.395749	0.144921	0.184844	0.356429	-0.143686	0.0862888	-0.603444	0.36954	0.549285	0.192289	-0.53205	-0.146923	-0.211141	0.151786	0.201744	0.0863123
OG0011908	-0.065857	0.0812081	0.0508012	0.137958	0.0380472	0.0452076	-0.203012	-0.142023	-0.131021	0.0801103	0.0935155	0.0150658	-0.107615	-0.27675	-0.236992	0.217657	0.438956	0.241332	-0.594668	-0.156861	0.025771	0.138739	0.112778	0.197652
OG0011909	-0.493603	-0.511638	-0.396094	-0.641889	-0.570172	-0.427864	0.171909	0.383868	0.222456	0.69323	0.766602	0.803194	-0.244006	-0.320293	-0.6009	-0.0454453	0.075176	-0.338382	-0.279994	0.161403	-0.0465917	0.596399	0.655543	0.387089
OG0011910	0.336853	0.21091	0.106003	0.00266641	0.221487	0.250002	-0.124321	-0.165227	-0.185384	-0.090898	-0.27403	-0.28806	0.136126	0.118949	0.0437174	-0.0146163	-0.0246385	-0.157418	0.0246707	0.160924	-0.311114	0.00074755	-0.0114915	0.0341448
OG0011911	-0.0273177	-0.147289	-0.128606	-0.0200976	0.00896032	0.0074206	0.0869122	0.0770014	0.162488	0.0682034	-0.00817892	-0.0794964	0.137971	0.115426	0.192568	-0.166695	-0.485418	-0.230828	0.471731	0.120553	-0.0501018	-0.0932798	-0.0811802	0.0692544
OG0011912	-0.0630073	-0.0523708	-0.183818	0.247011	0.0262069	0.0306905	-0.0972022	-0.244876	-0.396398	0.150432	0.22195	0.361383	-0.183239	-0.118687	-0.259165	0.261209	0.431724	0.379384	-0.736758	-0.215869	-0.00788889	0.164728	0.197902	0.0866609
OG0011913	-0.0768028	-0.0897187	-0.20955	0.426596	0.0507767	0.0767293	-0.449323	-0.276956	-0.736229	0.214739	0.491835	0.577904	-0.257855	0.0103657	-0.484106	0.303687	0.50185	0.211339	-0.761064	-0.0995368	-0.138525	0.274345	0.24186	0.197639
OG0011914	-0.960933	-0.885477	-1.01072	-0.2558	-0.517648	-0.831799	0.648887	1.1526	0.735413	0.495778	0.754629	0.67508	-0.656054	-0.40285	-0.840324	-0.773206	-0.247138	-0.716379	0.535557	1.32426	1.22163	0.202494	0.43697	-0.0849606
OG0011915	-0.230346	-0.118847	-0.158177	-0.0483772	-0.27902	-0.151363	0.356291	0.143811	0.191173	0.0348834	0.0181251	0.241848	-0.320479	-0.482364	-0.487302	0.153577	0.218669	0.0821663	-0.336183	0.199452	0.250848	0.337754	0.210195	0.173666
OG0011917	0.0521074	0.122847	0.0252517	0.44714	0.109874	0.122373	-0.552054	-0.563772	-0.953636	0.32293	0.41741	0.449529	-0.0537813	-0.0687562	-0.0545627	0.439904	0.515578	0.464805	-0.881053	-0.444933	-0.164567	0.0974044	0.0717694	0.0781919
OG0011918	0.361361	0.146947	0.229357	-0.0560352	0.214337	0.198344	-0.060442	-0.146898	-0.150494	-0.181036	-0.49522	-0.0602199	-0.356791	-0.27055	-0.324693	0.177861	0.554955	-0.194217	0.150782	0.193398	0.0463126	0.130649	-0.0527789	-0.0549274
OG0011919	0.152748	0.0833977	0.193109	-0.359232	-0.307937	-0.0552844	0.365067	0.15583	0.311556	-0.175483	-0.321113	-0.0426579	-0.0115113	0.128713	0.246748	-0.620604	-0.414068	-0.259908	0.533841	0.6543	0.52938	-0.148712	-0.292445	-0.345735
OG0011921	-0.156621	-0.114974	-0.0104328	0.163624	0.232177	0.203503	-0.142882	-0.0191241	-0.00751126	0.0929737	-0.0325035	-0.208227	0.0122895	-0.229254	-0.0912548	0.147969	0.154933	-0.0834488	-0.163073	-0.100319	-0.215506	0.200335	0.171056	0.196275
OG0011923	0.0545658	0.15722	-0.0489814	-0.0417905	-0.374595	-0.333246	-0.00267864	0.110777	-0.16905	0.152499	0.0999224	0.395357	-0.355042	-0.313156	-0.291458	-0.0937833	0.123988	0.0702805	-0.216023	0.219224	0.594494	0.135178	0.241112	-0.114814
OG0011924	0.0883856	0.0768674	-0.0713091	0.30098	-0.11352	-0.000925427	-0.201736	-0.351199	-0.758014	0.126087	0.353847	0.550537	-0.182227	-0.0603311	-0.0684536	0.245473	0.318339	0.350426	-0.763587	-0.220841	0.156101	0.0622136	0.119923	0.0429636
OG0011925	0.053993	0.0456728	-0.00842652	0.0364925	0.205878	0.108314	-0.0486384	-0.209218	-0.0797589	-0.09974	0.0206042	-0.0251722	-0.300514	-0.0595912	-0.313816	0.301549	0.239826	0.310159	-0.597198	-0.0378988	0.194139	0.0888505	0.14735	0.0271444
OG0011926	0.0791183	0.0722484	0.151738	0.0494419	0.0495619	0.147045	-0.123131	-0.103485	-0.0865458	0.0453855	-0.1309	-0.150477	-0.214078	-0.145442	-0.965674	0.344275	0.760972	-0.0025963	-0.425777	0.00347986	-0.457762	0.469759	0.352323	0.280522
OG0011927	0.0230772	-0.00463376	-0.312087	0.284515	0.310275	0.357833	-0.307963	-0.251523	-0.247221	0.0601951	0.0545858	0.0329486	-0.26841	-0.243919	-0.250762	0.266199	0.292112	0.51902	-0.69095	-0.119541	-0.181354	0.305537	0.237234	0.134833
OG0011928	0.027674	0.082973	0.0554296	0.0695539	0.288865	0.174095	-0.261264	-0.226735	-0.141609	-0.0130489	-0.0154462	-0.040487	-0.300073	-0.0739675	-0.124723	0.348484	0.494186	0.119209	-0.774573	-0.158554	-0.0256231	0.141287	0.258577	0.0957694
OG0011929	0.274059	0.176373	0.0519837	-0.127998	0.137298	0.128115	-0.0579351	-0.102692	-0.0155579	0.00149746	-0.278081	-0.187062	0.464357	0.508328	0.432432	-0.28451	-0.306453	0.0414204	0.366442	0.00425286	-0.408526	-0.382874	-0.251095	-0.183774
OG0011931	0.0340963	-0.0353756	-0.0137076	0.0865451	0.149529	0.124496	-0.24771	-0.131735	-0.048479	0.0969011	0.0572925	-0.071853	-0.0212281	0.0854002	0.0210877	-0.026137	0.0303524	-0.0268924	-0.0360381	-0.0401772	-0.214742	0.052243	0.112335	0.0637964
OG0011932	-0.0530095	0.104446	0.132472	0.0174585	-0.180163	-0.0378582	0.148984	0.147614	0.14985	-0.181254	-0.0151189	-0.233421	0.196798	0.145387	0.3191	-0.406031	-0.542676	-0.204167	0.613663	0.345074	0.394172	-0.274458	-0.297601	-0.289262
OG0011933	-0.0328683	-0.0346305	-0.00259953	0.130407	0.231901	0.100895	-0.148714	-0.149882	-0.126228	0.0708501	-0.0557636	0.0166327	0.103664	-0.137206	0.0436613	0.209558	0.17057	-0.0321674	-0.0735902	-0.23991	-0.0914026	0.0850572	-0.0312451	-0.00698947
OG0011934	-0.137271	-0.021993	-0.0286124	0.183809	-0.133264	-0.0408127	-0.107062	-0.149553	-0.400863	0.236836	0.158405	0.44038	-0.0686373	-0.135146	-0.20664	0.261856	0.372852	0.273701	-0.628244	-0.228122	-0.0774809	0.110195	0.277014	0.0486507
OG0011935	0.259661	0.308979	0.158684	0.0220381	0.188081	0.136192	-0.204392	-0.195016	-0.231291	0.00489446	-0.323936	-0.123896	0.147193	0.0392282	0.114651	-0.0845321	-0.178658	-0.0342642	0.170286	-0.0125332	0.130473	-0.225513	-0.108756	0.0424251
OG0011936	0.0111127	0.0989533	0.0408445	0.328908	0.064174	-0.00322135	-0.242494	-0.245882	-0.440549	0.0262244	0.124516	0.237413	0.0832787	0.00028121	0.0762617	-0.0682418	-0.0775493	-0.0306465	-0.0104338	0.169732	0.0207021	-0.0610249	-0.0415761	-0.0607832
OG0011939	-0.975131	-0.728072	-0.701152	-0.848705	-0.852527	-0.59351	1.1681	1.18734	0.936589	0.332643	0.486618	0.587811	-0.686343	-0.622635	-0.475604	-0.583552	-0.740905	-0.814509	0.942606	0.984075	0.933796	0.471278	0.497433	0.0943589
OG0011940	0.0227536	-0.0721496	-0.0147649	0.0538486	-0.187989	0.169756	0.0676627	-0.0556705	0.193042	-0.0711081	0.0309788	-0.13636	0.431721	0.289144	0.567171	-0.464816	-0.772863	-0.348937	0.803589	0.236159	0.143498	-0.275917	-0.311098	-0.297651
OG0011941	-0.00838884	0.0127677	0.0473923	0.075178	0.23303	0.173112	-0.105843	-0.0810563	0.0931574	0.00352623	-0.214536	-0.228339	-0.131341	-0.367148	-0.0148228	-0.0223851	-0.088506	-0.135748	0.112564	0.231516	0.238923	0.0133196	0.0376168	0.12601
OG0011942	0.00205426	0.158532	-0.066326	0.0105509	0.0995654	0.0993981	-0.142006	-0.0215027	0.128027	-0.0118704	-0.141448	-0.114975	-0.0160811	-0.0954068	-0.370466	0.282251	0.308146	0.109229	-0.280455	-0.137212	-0.504785	0.306519	0.219989	0.178273
OG0011943	-0.0329039	0.0348881	0.0254852	0.222656	-0.129187	-0.0433224	-0.34695	-0.274552	-0.590177	0.207623	0.439578	0.486862	-0.288882	0.116518	-0.886636	0.481582	0.925777	0.0638546	-0.588584	-0.226934	-0.557676	0.365697	0.376039	0.219244
OG0011944	0.0302052	-0.0246017	-0.0188014	0.017151	-0.0145999	0.0164255	0.0624892	0.0620938	0.0709732	-0.0916934	-0.167007	0.0573651	-0.115751	-0.125678	0.0395612	0.0358973	0.0471029	-0.0435804	0.14289	0.0650172	0.0725745	-0.0360468	-0.0245825	-0.0574041
OG0011945	0.199185	0.0181614	0.14639	0.233973	0.0693533	0.0747178	-0.348693	-0.130192	-0.167681	-0.0783355	0.036071	-0.0529504	-0.16957	-0.0996704	-0.297834	0.0403757	0.269596	0.243264	-0.493804	0.0886735	0.0133368	0.176682	0.161177	0.0677729
OG0011947	0.134734	0.053973	0.0592085	0.102139	-0.0438238	-0.00573688	-0.0947947	-0.120386	-0.316547	-0.0492189	0.0530731	0.22738	0.0448808	-0.139202	-0.191647	0.057585	0.164156	-0.0196433	-0.0795357	-0.0222779	0.072855	0.0942699	0.0251182	-0.0065591
OG0011948	0.128902	0.017826	0.0259072	0.188564	0.211344	0.199859	-0.349047	-0.233942	-0.256601	-0.0454532	-0.00993473	0.122576	-0.154556	-0.296733	-0.599249	0.385351	0.73255	0.159265	-0.737547	-0.0884355	-0.412788	0.360293	0.39724	0.25461
OG0011949	0.129317	0.143675	0.0659789	-0.0067735	0.235127	0.16215	-0.0431831	-0.215339	-0.11036	0.0115589	-0.219611	-0.15254	0.386569	0.347156	0.320811	-0.36432	-0.562956	-0.179294	0.637236	0.210337	-0.0131775	-0.354469	-0.241484	-0.186409
OG0011950	0.109077	0.185491	0.0180268	0.138907	-0.150029	-0.0404922	-0.164371	-0.245036	-0.538246	0.133323	0.209045	0.344304	0.0711345	-0.0756698	-0.276727	0.282801	0.443991	0.143656	-0.568298	-0.247447	-0.405216	0.219804	0.312777	0.0991938
OG0011951	0.13083	0.113889	-0.095731	0.110282	0.203684	0.305477	-0.578622	-0.36669	-0.430058	0.331586	0.106048	0.169305	0.432057	0.0646478	0.242439	-0.207167	-0.439916	-0.507596	0.219129	0.0603491	-0.541161	0.142858	0.228869	0.305491
OG0011952	0.0123062	0.135119	0.296956	0.0262853	0.0727542	0.200681	-0.494865	-0.157501	-0.22389	0.0401435	-0.019252	0.111262	-0.340975	-0.188312	0.0733086	0.195978	0.550137	0.167155	-0.562827	0.0321818	0.208469	0.00612772	-0.027287	-0.113956
OG0011954	0.0840636	0.13188	0.395059	-0.276689	-0.332307	-0.23367	0.304464	0.471697	0.52522	-0.282589	-0.272363	-0.514767	-0.11748	-0.138165	-0.0417479	-0.602928	-0.213921	-0.0493764	0.752042	0.616371	0.743339	-0.125147	-0.388767	-0.43422
OG0011955	-0.111636	-0.0762709	0.02499	-0.157378	-0.122433	-0.174291	0.263319	0.200083	0.35966	0.00498424	-0.17019	-0.0408382	0.249259	-0.0107239	-0.0178262	-0.0803393	-0.223226	-0.381416	0.256187	0.0944191	-0.138273	0.187389	-0.0128343	0.077384
OG0011956	0.0244621	0.104687	-0.0271175	0.313243	-0.0882948	0.0613373	-0.0125952	-0.314175	-0.775874	0.0346074	0.293484	0.386237	-0.0809315	-0.197888	-0.196549	0.431848	0.44847	0.360854	-0.618649	-0.186545	-0.271696	0.127365	0.121897	0.0618262
OG0011957	-0.181284	-0.109478	-0.114996	0.36826	-0.0873662	-0.115315	-0.043049	-0.0970184	-0.514345	0.215731	0.306212	0.372649	-0.28249	-0.151037	-0.0370274	0.332314	0.399073	0.107493	-0.507675	-0.208826	0.260611	0.0272788	0.0396021	0.0206837
OG0011958	0.212382	0.30418	0.405683	0.290223	0.23708	0.391388	-0.589611	-0.539828	-0.275064	-0.141062	-0.0707135	-0.224658	-0.24089	-0.199914	-0.140387	0.667432	0.730916	0.600777	-0.625271	-0.53461	-0.102582	0.0775303	-0.0953161	-0.137685
OG0011959	0.169873	0.0503361	-0.0619611	0.0400457	0.113478	0.105366	0.0344124	-0.0333266	-0.0168627	0.026583	-0.186302	-0.241641	0.237054	0.24648	0.15662	0.0333835	-0.0385415	0.0561958	-0.0143658	-0.10656	-0.366771	-0.128626	-0.0168116	-0.0580569
OG0011960	-0.0127197	-0.0327868	-0.103257	0.22291	-0.0496237	0.126737	-0.130842	-0.0669872	-0.243884	0.00211198	0.152928	0.135414	0.175965	0.0917011	0.137687	-0.106567	-0.14567	-0.157166	0.256589	-0.0773452	-0.0336622	-0.0742682	-0.0899873	0.022724
OG0011961	-0.23544	-0.0671608	0.174851	0.198865	0.047842	-0.134591	-0.147271	0.159002	-0.000884292	-0.0349145	-0.0459739	0.0856757	-0.124485	-0.100152	-0.141644	-0.0682372	-0.0389048	0.0427779	0.000287469	0.297982	0.388723	-0.0753572	-0.0459154	-0.135074
OG0011962	-0.120673	-0.268175	-0.237451	0.11133	-0.131908	0.00135426	-0.0800862	-0.0569326	-0.384146	0.291273	0.386799	0.488616	0.0418417	-0.105709	-0.128124	0.231345	0.355182	0.194033	-0.39126	-0.294436	-0.185625	0.096328	0.134382	0.0520424
OG0011963	-0.0684163	-0.0649811	-0.136546	0.293855	-0.158848	-0.170782	-0.119266	-0.0885511	-0.419888	0.274609	0.19016	0.468655	-0.100823	-0.0914756	-0.132442	0.391866	0.257119	0.369966	-0.566947	-0.219045	0.253126	-0.136101	0.0866011	-0.111845
OG0011964	0.153288	0.0834606	0.127699	0.25243	0.0223347	0.0772864	-0.266974	-0.0857416	-0.00343083	0.00747137	-0.169518	-0.198306	-0.0410182	-0.202342	-0.0328969	0.0110988	0.0235473	0.0231163	0.0272769	-0.0115428	0.0740599	0.0713447	0.0587071	-0.00135098
OG0011966	-0.15011	0.017532	-0.0444506	0.0858399	-0.236442	-0.301913	0.0834296	0.137875	-0.368448	0.181661	0.195744	0.399281	-0.243823	-0.0955252	-0.207179	0.0664518	0.255474	0.070769	-0.521731	-0.0595792	0.359938	0.1504	0.127031	0.0977727
OG0011967	0.0907224	0.00232549	-0.0349574	0.235132	0.0200576	0.0631172	-0.153562	-0.39073	-0.349938	0.0975723	0.184259	0.236001	-0.165885	-0.246171	-0.236985	0.318931	0.368996	0.237629	-0.937612	-0.295853	-0.176636	0.380873	0.445862	0.306852
OG0011968	-0.0233275	0.200968	0.366652	0.353445	0.277316	0.438351	-0.355357	-0.62313	-0.527545	-0.148613	-0.0858583	0.127098	0.222172	0.183009	0.477841	-0.26597	-0.596584	-0.31508	0.29861	0.222475	-0.0093625	-0.0175458	-0.00184001	-0.197724
OG0011969	0.102401	0.134813	0.113582	0.163495	0.146453	0.154972	-0.153706	-0.209964	-0.259553	-0.0712621	-0.0348798	-0.0863513	-0.0926455	-0.0959613	-0.434455	0.423686	0.440769	0.363343	-0.686654	-0.354858	-0.0249124	0.267253	0.181828	0.0126057
OG0011970	0.0428439	0.17628	0.0455857	0.0591354	0.0512968	-0.0396451	-0.010539	-0.0280153	-0.118349	0.00987507	-0.0934369	-0.0950319	-0.0303728	-0.110926	-0.334972	0.310726	0.346307	0.125952	-0.420212	-0.143677	-0.191582	0.234393	0.0486457	0.165719
OG0011971	0.0463833	-0.0302504	-0.0127586	-0.420553	-0.226046	-0.249681	0.653227	0.581564	0.785128	-0.344685	-0.343255	-0.439075	0.00579818	0.0158198	0.113357	-0.125659	-0.0919803	0.0596296	-0.0697678	0.0815929	0.2001	-0.0296498	-0.0205664	-0.138675
OG0011972	-1.16556	-1.17104	-0.909263	-1.14402	-1.22873	-1.22425	2.10019	2.17826	2.32261	0.0156732	0.116816	0.109316	-0.94706	-0.859421	-1.07301	-0.397429	-0.482161	-0.501079	0.869637	1.12392	1.23382	0.272962	0.464876	0.294946
OG0011973	0.119864	0.0815586	-0.0547312	-0.0288223	0.0645343	-0.0508586	0.00211216	0.082432	0.0785575	-0.0965055	-0.0940088	-0.104133	-0.178309	-0.231858	-0.301725	0.278547	0.259913	-0.041568	-0.292827	0.0769438	0.096653	0.148715	0.15206	0.0334553
OG0011974	0.0197567	0.119254	0.0761339	0.0889744	0.238055	0.148492	-0.191983	-0.289505	-0.0101024	0.102157	-0.143651	-0.157582	-0.0154832	-0.20626	-0.0353544	0.219157	0.285941	0.111539	-0.212673	-0.140685	-0.343476	0.151671	0.115115	0.0705092
OG0011975	-0.0782277	0.0747823	0.0654064	0.328268	0.00515465	0.0682915	-0.366984	-0.26197	-0.722902	0.211174	0.222696	0.454311	-0.0741977	0.233227	-0.840348	0.527966	0.936625	0.112542	-0.834785	-0.278505	-0.944177	0.497371	0.394177	0.270105
OG0011976	0.144757	0.204552	0.192136	0.154278	0.0832312	0.0541823	-0.31222	-0.256609	-0.324087	-0.0440825	0.0862838	0.0175787	-0.0326242	-0.0756132	0.0508881	0.263215	0.263025	0.190117	-0.387473	-0.332101	0.0398459	0.0799852	-0.0105172	-0.0487473
OG0011977	0.0429332	0.102526	0.0235381	0.0921034	0.129977	0.0183315	-0.0475156	-0.0410802	-0.0700404	-0.0621724	-0.113568	-0.0750331	-0.215101	-0.254741	-0.360863	0.224916	0.262019	0.19725	-0.427083	0.0587242	0.118485	0.163746	0.124215	0.108433
OG0011978	0.00835347	-0.022179	-0.0182652	0.0345117	-0.00770538	0.126117	-0.0347486	0.0473905	0.192246	-0.0168117	-0.0403461	-0.268563	0.333468	0.23546	0.437149	-0.365193	-0.625619	-0.297281	0.543629	0.258212	0.0747845	-0.230642	-0.240472	-0.123496
OG0011979	0.0773394	-0.0248773	-0.0240172	-0.0255967	0.00364729	0.073045	0.152257	0.0280365	0.204608	-0.126694	-0.107393	-0.230355	0.0441466	0.0803316	-0.121476	0.254427	0.251082	-0.173406	-0.113653	-0.101555	-0.460534	0.317249	0.0198832	0.0035048
OG0011980	0.205765	0.201882	0.202108	-0.053159	-0.0237099	0.109479	0.108098	-0.124779	-0.0347483	-0.113447	-0.275857	-0.201631	0.27183	0.13082	0.268875	-0.061142	-0.0830493	0.0590913	-0.148712	-0.131152	-0.10237	-0.148951	-0.0240374	-0.0312027
OG0011981	-0.0982093	0.0478063	-0.0267691	0.115797	-0.0362203	-0.0669195	0.0396324	0.0957938	-0.0608546	0.0473687	0.101014	-0.158439	0.420966	0.020244	-0.00954274	-0.112608	-0.117452	-0.126401	0.260796	-0.0473849	-0.142914	0.0649381	-0.0923612	-0.118279
OG0011982	0.22415	0.286957	0.140456	-0.0248509	0.12719	0.152822	-0.109927	-0.125846	-0.102266	-0.0105146	-0.230909	-0.327261	0.237023	0.238901	-0.14405	-0.201375	-0.336505	-0.289152	0.417949	0.10552	0.183739	-0.121738	-0.130079	0.0397678
OG0011983	-0.0829869	0.0194392	-0.192924	0.397076	0.00735073	0.0465108	-0.168965	-0.333032	-0.672349	0.111511	0.303858	0.564512	-0.248936	-0.174561	-0.170703	0.148123	0.22277	0.221896	-0.429879	-0.0900404	0.113238	0.192191	0.0461766	0.169725
OG0011984	0.213052	0.427716	0.623765	0.0274797	0.243411	-0.022283	-0.521884	-0.188903	-0.141146	-0.345508	0.147325	-0.463023	-0.161932	-0.00291155	0.172258	0.254837	0.404628	0.218301	-0.628676	-0.510549	-0.043613	0.0389319	0.208012	0.0507138
OG0011985	-0.169164	-0.145866	-0.148569	0.233345	-0.101187	0.117421	-0.0730533	-0.166585	-0.443039	0.156666	0.281774	0.458256	-0.235579	-0.0643737	-0.566027	0.345787	0.497701	0.171644	-0.4928	-0.0854396	-0.0425277	0.230784	0.116569	0.124261
OG0011986	-0.121247	-0.136626	-0.420609	0.127765	-0.100191	-0.199053	0.0732536	0.171414	-0.152548	0.23271	0.249076	0.276055	-0.393463	0.0536073	-0.446985	0.316457	0.468412	0.0632271	-0.481258	0.0821422	-0.049451	0.187286	0.0971188	0.102907
OG0011987	0.37408	0.18044	0.376746	-0.438728	-0.46316	-0.175017	0.691877	0.298341	0.513119	-0.416287	-0.455292	-0.486118	0.0101936	0.136072	0.0561222	-0.573244	-0.267972	-0.315546	0.256269	0.382239	0.247774	0.143295	0.17786	-0.253062
OG0011988	-0.0116241	0.209295	0.0894524	0.0120104	-0.0456683	0.0442641	0.0337467	-0.0403137	-0.0690067	-0.0942452	-0.128967	0.00105565	-0.236003	-0.171562	-0.530454	0.17369	0.334258	0.123554	-0.376576	0.0485192	-0.147001	0.310773	0.337291	0.13351
OG0011989	0.0744541	-0.0260861	0.161522	-0.0869831	0.0398169	0.217512	-0.0545986	0.0406601	0.0265317	-0.123798	-0.14863	-0.120401	0.136997	-0.0734221	-0.167989	0.0956623	0.121383	0.0209549	-0.221129	0.0750678	-0.0810154	0.110153	-0.0057092	-0.0109539
OG0011991	0.147832	0.0790595	0.0688721	-0.0892142	-0.055856	-0.0419714	0.105654	0.0833739	0.176393	-0.119566	-0.0744384	-0.280138	-0.0847998	-0.199019	-0.229231	-0.15577	-0.0698983	-0.0386247	0.00477548	0.223085	0.364431	0.108073	0.104985	-0.028005
OG0011992	-0.0997297	0.108784	-0.155481	0.0812341	0.00494996	-0.103539	-0.0255011	0.136511	0.0498239	-0.235175	0.235138	0.00298384	-0.0299844	-0.178504	-0.103946	0.207418	0.313846	-0.0273468	-0.272046	-0.0522603	0.017599	0.167175	-0.166322	0.124372
OG0011993	0.200497	0.0746641	0.329034	-0.0141468	-0.00104423	0.0950491	-0.00121021	-0.172169	-0.00141156	-0.0741503	-0.209293	-0.225819	0.361624	0.162109	0.207758	-0.178324	-0.136356	-0.0981617	0.34225	0.0387875	-0.106621	-0.227303	-0.260462	-0.105301
OG0011994	-0.116052	-0.126885	-0.31136	0.311001	-0.161849	0.0868056	-0.0669964	-0.223914	-0.553448	0.252363	0.392669	0.517667	-0.212953	-0.399938	-0.412383	0.415051	0.477324	0.280648	-0.699676	-0.0619341	-0.0538671	0.266787	0.321622	0.0793195
OG0011995	0.128331	-0.0237224	0.431986	-0.245854	-0.528232	-0.411436	0.445678	0.522937	0.648656	-0.294335	-0.272642	-0.401367	-0.0995757	0.171706	0.0600622	-0.745575	-0.334741	-0.35193	0.782584	0.718075	0.700573	-0.0387388	-0.1825	-0.67994
OG0011996	0.0788387	0.129961	0.0487422	0.212638	0.0766326	0.0673214	-0.187196	-0.184487	-0.351369	0.0803711	0.033542	-0.00499432	0.0514648	-0.0895341	-0.145404	0.390921	0.513256	0.226524	-0.710145	-0.365848	-0.435568	0.275537	0.152344	0.136453
OG0011997	-0.112054	0.0714054	0.565356	-0.0575605	-0.081559	-0.127568	-0.117857	0.130538	0.260352	-0.0625229	-0.198992	-0.269537	0.00991321	-0.252425	0.288065	-0.0599239	-0.403449	0.0316418	0.745416	0.407619	0.722547	-0.313258	-0.660274	-0.515872
OG0011998	-0.147551	-0.286848	-0.0598844	-0.178982	-0.18519	-0.140819	0.253057	0.19976	0.37666	0.0285857	0.0769544	0.0642563	-0.272551	-0.248177	-0.198485	-0.0173008	0.0437758	-0.0189774	-0.179826	0.29062	0.412806	0.0154869	0.102552	0.0700775
OG0011999	0.253488	0.258348	0.23601	0.0420044	-0.107821	-0.0643841	-0.196726	-0.12864	-0.22088	-0.0328042	-0.0527236	0.0141287	-0.0596488	-0.176348	-0.0399615	-0.297456	-0.532781	-0.148087	0.46064	0.431054	0.519172	-0.0247179	-0.135183	0.00331793
OG0012000	-0.00365974	0.0390425	-0.096259	0.183714	-0.0137058	0.00589801	-0.130991	-0.145605	-0.324784	0.0161764	0.216935	0.253239	-0.331891	-0.324692	-0.63215	0.196213	0.43677	0.121233	-0.466211	0.133896	0.0548776	0.343626	0.293618	0.17471
